,s,p,o,type,ss,os,obj_len_3b,obj_len_sm,prompt
7133,Q28292221,P50,Q42625166,train,"Vegetables, fruit, and cancer prevention: a review",John Potter,3,3,"Who is the author of Vegetables, fruit, and cancer prevention: a review?"
7134,Q34621501,P50,Q46221708,train,Five-year follow-up of the Medical Research Council CLASICC trial of laparoscopically assisted versus open surgery for colorectal cancer,Philip Quirke,5,5,Who is the author of Five-year follow-up of the Medical Research Council CLASICC trial of laparoscopically assisted versus open surgery for colorectal cancer?
7135,Q28213550,P50,Q46943072,train,What is cognitive reserve? Theory and research application of the reserve concept,Yaakov Stern,5,5,Who is the author of What is cognitive reserve? Theory and research application of the reserve concept?
7136,Q34416640,P50,Q47504039,train,Pharmacological treatment of Parkinson disease: a review,Anthony Lang,3,3,Who is the author of Pharmacological treatment of Parkinson disease: a review?
7137,Q34823982,P50,Q48156306,train,Proteomic profiling of exosomes: current perspectives,Richard Simpson,3,3,Who is the author of Proteomic profiling of exosomes: current perspectives?
7138,Q29616468,P50,Q50585710,train,Impact of mutant p53 functional properties on TP53 mutation patterns and tumor phenotype: lessons from recent developments in the IARC TP53 database,Pierre Hainaut,4,4,Who is the author of Impact of mutant p53 functional properties on TP53 mutation patterns and tumor phenotype: lessons from recent developments in the IARC TP53 database?
7139,Q55033068,P50,Q51123729,train,"New clinical criteria for hereditary nonpolyposis colorectal cancer (HNPCC, Lynch syndrome) proposed by the International Collaborative group on HNPCC.",Hans Vasen,4,4,"Who is the author of New clinical criteria for hereditary nonpolyposis colorectal cancer (HNPCC, Lynch syndrome) proposed by the International Collaborative group on HNPCC.?"
7140,Q34206974,P50,Q5387640,train,Use of antioxidant vitamins for the prevention of cardiovascular disease: meta-analysis of randomised trials,Eric Topol,4,4,Who is the author of Use of antioxidant vitamins for the prevention of cardiovascular disease: meta-analysis of randomised trials?
7141,Q33554384,P50,Q5415042,train,Diabetic neuropathy: mechanisms to management,Eva Feldman,4,4,Who is the author of Diabetic neuropathy: mechanisms to management?
7142,Q34810301,P50,Q56331320,train,"Antibodies, viruses and vaccines",Dennis R. Burton,5,5,"Who is the author of Antibodies, viruses and vaccines?"
7143,Q28305321,P50,Q56417107,train,"Prevalence and type distribution of human papillomavirus in carcinoma and intraepithelial neoplasia of the vulva, vagina and anus: a meta-analysis",Silvia Franceschi,5,5,"Who is the author of Prevalence and type distribution of human papillomavirus in carcinoma and intraepithelial neoplasia of the vulva, vagina and anus: a meta-analysis?"
7144,Q34796370,P50,Q56614941,train,Phase II trial of curcumin in patients with advanced pancreatic cancer,Razelle Kurzrock,5,5,Who is the author of Phase II trial of curcumin in patients with advanced pancreatic cancer?
7145,Q28201325,P50,Q5677307,train,"A ""NEW"" ANTIGEN IN LEUKEMIA SERA",Harvey J. Alter,5,5,"Who is the author of A ""NEW"" ANTIGEN IN LEUKEMIA SERA?"
7146,Q29614586,P50,Q6162630,train,Missing heritability and strategies for finding the underlying causes of complex disease,Jason H. Moore,5,5,Who is the author of Missing heritability and strategies for finding the underlying causes of complex disease?
7147,Q30386608,P50,Q6176130,train,"Antipsychotic drugs: comparison in animal models of efficacy, neurotransmitter regulation, and neuroprotection",Jeffrey Lieberman,5,5,"Who is the author of Antipsychotic drugs: comparison in animal models of efficacy, neurotransmitter regulation, and neuroprotection?"
7148,Q34133493,P50,Q6237755,train,Toxic proteins in neurodegenerative disease,John Anthony Hardy,5,5,Who is the author of Toxic proteins in neurodegenerative disease?
7149,Q26778422,P50,Q6252559,train,Accurate and simple analytic representation of the electron-gas correlation energy,John Perdew,5,5,Who is the author of Accurate and simple analytic representation of the electron-gas correlation energy?
7150,Q33532915,P50,Q6256238,train,The multiple-demand (MD) system of the primate brain: mental programs for intelligent behaviour,John S. Duncan,5,5,Who is the author of The multiple-demand (MD) system of the primate brain: mental programs for intelligent behaviour?
7151,Q24634716,P50,Q62568473,train,The Patient-Reported Outcomes Measurement Information System (PROMIS): progress of an NIH Roadmap cooperative group during its first two years,David Cella,4,4,Who is the author of The Patient-Reported Outcomes Measurement Information System (PROMIS): progress of an NIH Roadmap cooperative group during its first two years?
7152,Q36130996,P50,Q66739430,train,Overview and findings from the religious orders study,David A Bennett,4,4,Who is the author of Overview and findings from the religious orders study?
7153,Q35054464,P50,Q7153226,train,Clinical application of C-reactive protein for cardiovascular disease detection and prevention,Paul Ridker,5,5,Who is the author of Clinical application of C-reactive protein for cardiovascular disease detection and prevention?
7154,Q29547603,P50,Q7160367,train,Human non-synonymous SNPs: server and survey,Peer Bork,5,5,Who is the author of Human non-synonymous SNPs: server and survey?
7155,Q21563842,P50,Q7174815,train,Artificial Brownian motors: Controlling transport on the nanoscale,Peter Hänggi,5,5,Who is the author of Artificial Brownian motors: Controlling transport on the nanoscale?
7156,Q24316501,P50,Q73570557,train,Cloning of a gene bearing missense mutations in early-onset familial Alzheimer's disease,Jonathan L Haines,5,5,Who is the author of Cloning of a gene bearing missense mutations in early-onset familial Alzheimer's disease?
7157,Q24651518,P50,Q7926191,train,Skin microbiota: a source of disease or defence?,Victor Nizet,5,5,Who is the author of Skin microbiota: a source of disease or defence??
7158,Q33818791,P50,Q7964332,train,p53 mutations in colorectal cancer,Walter Bodmer,5,5,Who is the author of p53 mutations in colorectal cancer?
7159,Q24310364,P50,Q87682225,train,"axl, a transforming gene isolated from primary human myeloid leukemia cells, encodes a novel receptor tyrosine kinase",Michelle M Le Beau,5,5,"Who is the author of axl, a transforming gene isolated from primary human myeloid leukemia cells, encodes a novel receptor tyrosine kinase?"
7160,Q28212394,P50,Q89798262,train,Adefovir dipivoxil for the treatment of hepatitis B e antigen-positive chronic hepatitis B,Patrick Marcellin,5,5,Who is the author of Adefovir dipivoxil for the treatment of hepatitis B e antigen-positive chronic hepatitis B?
7161,Q28755127,P50,Q90342606,train,Automated three-dimensional detection and shape classification of dendritic spines from fluorescence microscopy images,Patrick R Hof,4,4,Who is the author of Automated three-dimensional detection and shape classification of dendritic spines from fluorescence microscopy images?
7162,Q28302545,P50,Q90572515,train,Global burden of hypertension: analysis of worldwide data,Paul Muntner,5,5,Who is the author of Global burden of hypertension: analysis of worldwide data?
7163,Q28261993,P50,Q91410,train,Breaking the diffraction resolution limit by stimulated emission: stimulated-emission-depletion fluorescence microscopy,Stefan Hell,3,3,Who is the author of Breaking the diffraction resolution limit by stimulated emission: stimulated-emission-depletion fluorescence microscopy?
7164,Q24550731,P50,Q92689759,train,"Candida glabrata: review of epidemiology, pathogenesis, and clinical disease with comparison to C. albicans",Jack Sobel,4,4,"Who is the author of Candida glabrata: review of epidemiology, pathogenesis, and clinical disease with comparison to C. albicans?"
7165,Q29619446,P50,Q992378,train,The memory function of sleep,Jan Born,3,3,Who is the author of The memory function of sleep?
7166,Q40835002,P50,Q100559638,train,Etiology and pathogenesis of preeclampsia: current concepts.,Baha Sibai,5,5,Who is the author of Etiology and pathogenesis of preeclampsia: current concepts.?
7167,Q34321393,P50,Q108430075,train,Human rhinoviruses,Thomas J Walsh,4,4,Who is the author of Human rhinoviruses?
7168,Q34524008,P50,Q109591812,train,Cardiac resynchronization in chronic heart failure,William T Abraham,4,4,Who is the author of Cardiac resynchronization in chronic heart failure?
7169,Q28382981,P50,Q1097806,train,Laboratory models available to study alcohol-induced organ damage and immune variations: choosing the appropriate model,Claudia Spies,4,4,Who is the author of Laboratory models available to study alcohol-induced organ damage and immune variations: choosing the appropriate model?
7170,Q33942139,P50,Q121382,train,Quantum computing in molecular magnets,Daniel Loss,4,4,Who is the author of Quantum computing in molecular magnets?
7171,Q34321603,P50,Q13855780,train,Type 1 diabetes: new perspectives on disease pathogenesis and treatment,George Eisenbarth,5,5,Who is the author of Type 1 diabetes: new perspectives on disease pathogenesis and treatment?
7172,Q34774260,P50,Q15485913,train,Massive cortical reorganization after sensory deafferentation in adult macaques,Jon Kaas,5,5,Who is the author of Massive cortical reorganization after sensory deafferentation in adult macaques?
7173,Q36674150,P50,Q15968782,train,Anorexia nervosa: valued and visible. A cognitive-interpersonal maintenance model and its implications for research and practice.,Janet Treasure,4,4,Who is the author of Anorexia nervosa: valued and visible. A cognitive-interpersonal maintenance model and its implications for research and practice.?
7174,Q22250916,P50,Q1646045,train,The Resistance Factor to Plasmodium vivax in Blacks,Louis H. Miller,5,5,Who is the author of The Resistance Factor to Plasmodium vivax in Blacks?
7175,Q34664905,P50,Q1750078,train,The role of Th1/Th2 polarization in mucosal immunity,Markus Neurath,5,5,Who is the author of The role of Th1/Th2 polarization in mucosal immunity?
7176,Q37888484,P50,Q18020215,train,Towards mild metal-catalyzed C-H bond activation.,Frank Glorius,4,4,Who is the author of Towards mild metal-catalyzed C-H bond activation.?
7177,Q34506729,P50,Q18977783,train,Two hundred gastrointestinal stromal tumors: recurrence patterns and prognostic factors for survival.,Murray Brennan,4,4,Who is the author of Two hundred gastrointestinal stromal tumors: recurrence patterns and prognostic factors for survival.?
7178,Q34327451,P50,Q19859634,train,Efficacy of B-cell-targeted therapy with rituximab in patients with rheumatoid arthritis,Paul Emery,4,4,Who is the author of Efficacy of B-cell-targeted therapy with rituximab in patients with rheumatoid arthritis?
7179,Q29618531,P50,Q2000017,train,Evolution of the SNF2 family of proteins: subfamilies with distinct sequences and functions,Jonathan A. Eisen,5,5,Who is the author of Evolution of the SNF2 family of proteins: subfamilies with distinct sequences and functions?
7180,Q5425269,P50,Q204711,train,FDA Consumer,Food and Drug Administration,5,5,Who is the author of FDA Consumer?
7181,Q47652452,P50,Q20716854,train,Effects of non-invasive ventilation on survival and quality of life in patients with amyotrophic lateral sclerosis: a randomised controlled trial.,Pamela Shaw,5,5,Who is the author of Effects of non-invasive ventilation on survival and quality of life in patients with amyotrophic lateral sclerosis: a randomised controlled trial.?
